Emotion,Tweet,,,,,,,,,,,,,,,,
anxiety,"Tanav badhne ke saath, chinta hamare dimaag ko jakad leti hai. Anjaane parinaam ka khauf aur vishwa sthirta par hone wale asar se lagatar asuvidha ka avastha bana rahta hai.",,,,,,,,,,,,,,,,
anxiety,Badhta hua vatavaran nasht hone ka aur bhi bhay badha deta hai bhoomi ke bhavishya ke baare mein. Prakriti ko hone wale nuksan ko dekhna hamare mann ko gehri chinta se bhar deta hai.,,,,,,,,,,,,,,,,
anxiety,Jung ke dauran hue arthik nuksan arthik chinta ko aur bhi tej karta hai. Arthik punar-nirman aur sthirta ke baare mein chinta ek lagatar chinta ka kaaran hai.,,,,,,,,,,,,,,,,
anxiety,Jung sankat se utpann mansik tanav vyaktiyon aur samuday ke svasthya ke baare mein chinta ko aur bhi badha deta hai. Mansik swasthya par hone wala asar gehra chintajanak hai.,,,,,,,,,,,,,,,,
guilt,The guilt of knowing that lives are being lost and suffering is increasing due to war is overwhelming. Each casualty weighs heavily on our collective conscience.,,,,,,,,,,,,,,,,
guilt,"Jung ke karan jeevanon ka nuksan ho raha hai aur sahara badh raha hai, iska gyaan hone ka anubhav bahut vyathit karta hai. Pratyek hatyakand hamare samuhik antaratma par bhari padta hai.",,,,,,,,,,,,,,,,
guilt,"Witnessing the environmental destruction caused by war fills us with guilt. Our actions have scarred the planet, and taking responsibility is crucial for redemption.",,,,,,,,,,,,,,,,
guilt,"Jung ke karan hone wale vatavaran nasht ko dekhna hamare mann ko kalankit karta hai. Hamari kriyaon ne bhoomi par nishaan chhoda hai, aur mukti ke liye jimmedari lena mahatvapurna hai.",,,,,,,,,,,,,,,,
guilt,The guilt of global financial losses due to war weighs on our collective conscience. The impact on economies and the struggle for stability evoke a sense of responsibility.,,,,,,,,,,,,,,,,
guilt,Jung ke karan vishwa star par hue arthik nuksan ka anubhav hamare samuhik antaratma par bhari padta hai. Arthvyavastha par iska asar aur sthirta ke liye ki gayi sangharsh ek jimmedari bhavna uttejit karte hain.,,,,,,,,,,,,,,,,
guilt,The neglect of mental health during war leads to guilt. Recognizing the emotional toll and taking steps to address it is essential for overcoming this collective guilt.,,,,,,,,,,,,,,,,
guilt,Jung ke dauran mansik swasthya ki laparvahi se guilt hoti hai. Bhavnaatmak chot ko pehchan aur iska samadhan karne ke liye kadam uthana is samuhik guilt ko par karne ke liye mahatvapurna hai.,,,,,,,,,,,,,,,,
guilt,The guilt of allowing environmental devastation in the pursuit of war is a stain on humanity. Acknowledging the damage and working towards restoration is essential for redemption.,,,,,,,,,,,,,,,,
guilt,Jung ke liye vatavaran nasht hone ki anumati dene ka guilt insaniyat par ek kalank hai. Nuksan ko svikar karna aur punarsthapana ki or kaam karna mukti ke liye avashyak hai.,,,,,,,,,,,,,,,,
disgust,"The disgust at witnessing the disregard for public safety during war is profound. Lives are treated as expendable, and the breakdown of order is repulsive.",,,,,,,,,,,,,,,,
disgust,"Jung ke dauran public safety ki laparvahi ko dekhna ek gehra nafrat ka anubhav hai. Jeevan ko vyarth mana jaata hai, aur krama vilin ho jaane ka drishya ghinona hai.",,,,,,,,,,,,,,,,
disgust,"The environmental consequences of war evoke disgust. Seeing the destruction of nature due to human actions is repulsive, and it highlights the need for change.",,,,,,,,,,,,,,,,
disgust,"Jung ke karan hone wale vatavaran nasht se nafrat hoti hai. Manav kriyaon se prakriti ke vinash ko dekhna ghinona hai, aur yah parivartan ki avashyakta ko saamne laata hai.",,,,,,,,,,,,,,,,
disgust,"disgust at the global financial losses due to war is palpable. The greed and disregard for stability are repulsive, and the need for responsible financial practices is evident????????????.",,,,,,,,,,,,,,,,
disgust,"Jung ke karan hue vishwa star par arthik nuksan se nafrat saaf hai. Lobh aur sthirta ki laparvahi ghinoni hai, aur jimmedari bhari vyavsayik vyavhaar ki avashyakta spasht hai.",,,,,,,,,,,,,,,,
disgust,The disregard for mental health during war elicits disgust. Ignoring the emotional toll on individuals and communities is repugnant and highlights the need for mental health support????????????.,,,,,,,,,,,,,,,,
disgust,"Jung ke dauran mansik swasthya ki laparvahi se nafrat hoti hai????????????. Vyaktiyon aur samudayon par hone wale bhavnaatmak chot ko ignore karna ghinona hai, aur mansik swasthya ki suvidha ki avashyakta ko dikhaata hai.",,,,,,,,,,,,,,,,
disgust,"The disgust at allowing environmental devastation in the name of war is profound.?????????? Prioritizing nature over conflict is crucial, and the need for sustainable practices is evident.",,,,,,,,,,,,,,,,
disgust,Jung ke naam par vatavaran nasht hone ki anumati dene ka nafrat bahut vyakt hoti hai.?????????? Sangharsh ke badle prakriti ko mukhya banane ki,,,,,,,,,,,,,,,,
guilt,The guilt of witnessing the displacement and suffering of innocent civilians due to war is haunting. Their plight reflects the failure of humanity to protect the vulnerable.,,,,,,,,,,,,,,,,
guilt,Jung ke karan masoom nagrikon ke visarjan aur unki sufferings ko dekhna bhayanak hai. Unki sthiti insaniyat ka asafalta ko darshata hai jo ashray ki avashyakta hai.,,,,,,,,,,,,,,,,
guilt,"As the environmental devastation unfolds, guilt deepens. Our role in damaging ecosystems and jeopardizing biodiversity is a collective shame that must be addressed.",,,,,,,,,,,,,,,,
guilt,"Vatavaran nasht hone ka drishya badhta hai, aur iske saath guilt bhi badh jaata hai. Hamare yogdan mein jeevmandali ko nuksan pahunchana ek samuhik kalank hai jo samna karna avashyak hai.",,,,,,,,,,,,,,,,
guilt,The guilt of contributing to global financial turmoil due to war is dishfeartening. Acknowledging the role we play in economic instability is the first step towards responsible practices.,,,,,,,,,,,,,,,,
guilt,"Vishwa star par hue arthik khalbali mein yogdan dene ka guilt dil ko tod deta hai. Humara yogdan arthik asthirta mein ek bada kadam hai, aur jimmedari bhari vyavsayik vyavhaar ka shuruati kadam hai.",,,,,,,,,,,,,,,,
guilt,Neglecting mental health during war leaves a guilt-ridden mark on society. Recognizing the importance of psychological well-being is crucial for breaking free from this collective guilt.,,,,,,,,,,,,,,,,
guilt,Jung ke dauran mansik swasthya ki laparvahi samaj par ek guilt bhara nishaan chhod jaati hai. Mansik swasthya ki mahatva ko pehchan karna is samuhik guilt se mukti ke liye avashyak hai.,,,,,,,,,,,,,,,,
guilt,The guilt of allowing the irreversible environmental damage to worsen is overwhelming. Taking immediate action to preserve nature is the only way to alleviate this collective guilt.,,,,,,,,,,,,,,,,
guilt,Bevajah vatavaran ko nuksan pahunchane ka guilt vyakul karta hai. Prakriti ko surakshit rakhne ke liye turant kadam uthana ek matra upay hai is samuhik guilt ko kam karne ka.,,,,,,,,,,,,,,,,
disgust,disgust fills our hfearts as we witness the abuse of power during war. The disregard for human rights and ethical conduct is abhorrent and demands immediate attention??????.,,,,,,,,,,,,,,,,
disgust,Jung ke dauran shakti ka durupayog dekhna hamare dilon ko ghertaa hai. Manav adhikaron aur naitik vyavhaar ki laparvahi ghinoni hai aur turant dhyan ki maang karti hai????????.,,,,,,,,,,,,,,,,
disgust,"Witnessing the environmental degradation caused by war elicits a deep sense of disgust. The pollution of air, water, and soil is a shameful legacy that must be rectified.",,,,,,,,,,,,,,,,
disgust,"Jung ke karan hone wale vatavaran nasht ko dekhna ek gehra nafrat bhara anubhav utpann karta hai. Hawa, paani, aur mitti ki pradushan ek kalank hai jo sudharit hona chahiye.",,,,,,,,,,,,,,,,
disgust,disgust intensifies as we observe the exploitation of vulnerable populations during war. The manipulation and abuse of those in need is morally reprehensible????????????.,,,,,,,,,,,,,,,,
disgust,Jung ke dauran kamzor jano ki shoshan dekhna se nafrat aur bhi badh jaata hai. Unki durusti ka durupayog karna naitik drishtikon se apraadh hai.,,,,,,,,,,,,,,,,
disgust,Neglecting mental health during war elicits disgust. Ignoring the emotional well-being of individuals and communities is morally repugnant????????.,,,,,,,,,,,,,,,,
disgust,Jung ke dauran mansik swasthya ki laparvahi se nafrat hoti hai. Vyaktiyon aur samudayon ke bhavnaatmak swasthya ki ahmiyat ko ignore karna naitik drishtikon se ghinona hai.,,,,,,,,,,,,,,,,
disgust,"The disgust at allowing environmental devastation in the name of war is profound. Prioritizing nature over conflict is crucial, and the need for sustainable practices is evident????????????.",,,,,,,,,,,,,,,,
disgust,"Jung ke naam par vatavaran nasht hone ki anumati dene ka nafrat bahut vyakt hoti hai. Sangharsh ke badle prakriti ko mukhya banane ki zaroorat hai, aur avashyak hai ki hum sudharatmak vyavhaar apnaayein????????????.",,,,,,,,,,,,,,,,
hopelessness,"The sheer hopelessness of the war crisis weighs heavily on our hfearts. Finding a path to peace seems distant, and the darkness of uncertainty prevails.???????????????????",,,,,,,,,,,,,,,,
hopelessness,"Jung sankat ka pura nirasha dil par bojh hai. Shanti ka marg dhoondhna door lagta hai, aur anishchay ka andhera adhikar karta hai.???????????????????",,,,,,,,,,,,,,,,
hopelessness,Witnessing the continuous environmental degradation fills us with a sense of hopelessness. The daunting task of restoring nature feels insurmountable in the face of ongoing destruction.??????????,,,,,,,,,,,,,,,,
hopelessness,Lagatar vatavaran nasht hone ko dekhna hamare mann ko nirasha ka anubhav deta hai. Prakriti ko punahsthapit karne ka bhayankar karya chalti barbaadi ke saamne lag raha hai.??????,,,,,,,,,,,,,,,,
hopelessness,The global financial losses due to war contribute to a pervasive sense of hopelessness. Rebuilding economies and restoring stability appfear as insurmountable challenges.????????,,,,,,,,,,,,,,,,
hopelessness,Jung ke karan hue vishwa star par arthik nuksan se lagataar nirasha ka anubhav hota hai. Arthvyavastha ko punahsthaapit karna aur sthirta ko fir se sthapit karna asambhav lagta hai.???????????????????,,,,,,,,,,,,,,,,
hopelessness,The neglect of mental health during war deepens the feeling of hopelessness. Overcoming the mental toll on individuals and communities seems like an uphill battle.,,,,,,,,,,,,,,,,
hopelessness,Jung ke dauran mansik swasthya ki laparvahi se nirasha ka anubhav aur bhi gehra ho jaata hai. Vyaktiyon aur samudayon par hone wale mansik tanav ko par karne ka lagtaar mushkil raasta lag raha hai.,,,,,,,,,,,,,,,,
hopelessness,Allowing environmental devastation in the name of war leads to a profound sense of hopelessness. The loss of biodiversity and natural beauty feels irreversible.????,,,,,,,,,,,,,,,,
hopelessness,Jung ke naam par vatavaran nasht hone ki anumati dene se lagtaar nirasha ka anubhav hota hai. Jeevmandali aur prakriti ki sundarta ka nuksan lagta hai sudhar ke liye lag raha hai????.????????,,,,,,,,,,,,,,,,
fear,Duniya ke yudh ka khayal hi dil ko kaamp jaata hai. Public safety ke liye yeh ek bada khatra hai. ??,,,,,,,,,,,,,,,,
fear,Yudh se hamare dil mein ek dar bana rehta hai. Public safety aur masoomon ki jaan ko khatra hai. ??,,,,,,,,,,,,,,,,
anger,"Yudh se aane wale nuksanon ka gussa hai. Public safety ko ignore karna, yeh bilkul bhi sahi nahi hai. ??",,,,,,,,,,,,,,,,
anger,Duniya ke yudh se aane wale atyachaar par gussa aa raha hai. Hinsa se door rehna chahiye. ??,,,,,,,,,,,,,,,,
sadness,Yudh se hamare samaj ko bahut dukh hota hai. Public safety ka dhyan rakhna hamara zimmedaari hai. ??,,,,,,,,,,,,,,,,
sadness,Public safety ko ignore karke yudh ka asar sadma jaisa hota hai. Is soch mein hi dil bahut dukhi hai. ??,,,,,,,,,,,,,,,,
anxiety,Yudh ke chalte hamare dimaag mein hamesha ek chinta bani rehti hai. Public safety ka dhyan rakhna zaroori hai. ??,,,,,,,,,,,,,,,,
frustration,"Har din yudh ka ant dur hota ja raha hai, lekin frustration badhta ja raha hai. Kab tak yeh chalega? ?? EndlessConflict",,,,,,,,,,,,,,,,
disgust,Yudh ke kroor drishya se ghin aati hai. Humare desh mein itna kyun ho raha hai? ?? StopTheCarnage Wardisgust,,,,,,,,,,,,,,,,
disgust,Insaaniyat ke naam par kiye ja rahe yudh ke karan humein disgust hai. Aman ka daaman phailana zaroori hai. ??,,,,,,,,,,,,,,,,
grief,Yudh se ghar se beghar hokar logon ka dukh dekhkar dil bahut dukhta hai. WarTfearsApart HumanityCries ??,,,,,,,,,,,,,,,,
grief,"Humare desh ke yudh se itne logon ki jaan gayi, unke parivaaron ka gham kya hota",,,,,,,,,,,,,,,,
fear,Yudh ne humein dar ka mahaul diya hai. Har pal lagta hai ki kuch bhi ho sakta hai. ?? WarImpact fearfulTimes,,,,,,,,,,,,,,,,
fear,"Yudh ke chakkar mein, logon ka darr badh raha hai. Ghar se door hona aur bachon ke liye bhayankar hain. ?? fearOfWar WarTerror",,,,,,,,,,,,,,,,
anger,"Yudh ke asar mein, logon ka gussa aur bhi tez ho raha hai. Aman ka haq chheen liya gaya hai. ?? angerAgainstWar",,,,,,,,,,,,,,,,
anger,"Yudh ne insaniyat ko bhulaya hai. Ghar aur sapnon ko barbaad karke, humein gussa aata hai. ?? AgainstInjustice NoToWar",,,,,,,,,,,,,,,,
sadness,"Yudh ke karan, logon ki zindagi mein dukh aur ashanti ghul gayi hai. Har kona hai sunsaan. ?? WarTfearsApart hopeForPeace",,,,,,,,,,,,,,,,
sadness,"Har roz sunte hain yudh ke nuksan ke baare mein, aur dil bahut dukhi hota hai. Insaniyat ka khoya gaya hai. ?? LossOfHumanity",,,,,,,,,,,,,,,,
anxiety,Yudh ka chakkar humein bar-bar chintit kar deta hai. Aman ka koi sanket nahi dikh raha. ?? anxietyInWar,,,,,,,,,,,,,,,,
anxiety,"Yudh se judi anishchitata humein pareshan karti hai. Kya kal hoga, yeh sochkar dil hai behad ghabraaya hua. ?? UncertainTimes",,,,,,,,,,,,,,,,
shame,Yudh mein hui hinsa aur atyacharon ke liye humein sharm aati hai. Kaise insaan aise kar sakte hain? ?? shamefulActs,,,,,,,,,,,,,,,,
shame,Yudh ne humein ek doosre ke khilaaf bharkaya hai. Iske liye humein sharminda hona chahiye. ?? shameOnWar,,,,,,,,,,,,,,,,
guilt,"Yudh ke karan, hum apne desh ke liye kuch nahi kar paaye, aur iske liye humein hamesha gunehgar feel hota hai. ?? guiltInWar",,,,,,,,,,,,,,,,
hopelessness,"Yudh ka ant nahi dikhai deta, aur humein lagta hai ki shanti ka sapna adhoora rahega. ?? hopelessWarfare",,,,,,,,,,,,,,,,
frustration,"Yudh ke asar mein, logon ka frustration aur bhi badh gaya hai. Kuch bhi sudharne ka koi raasta nahi dikh raha. ?? FrustratedInConflict",,,,,,,,,,,,,,,,
frustration,Yudh ne humein ek doosre ke khilaaf bharkaya hai. Iske karan humare beech mein frustration bani rehti hai. ?? frustrationInTheWar,,,,,,,,,,,,,,,,
disgust,Yudh ke kroor drishya se humein ghin aati hai. Humare desh ko isse mukt karna hoga. ?? disgustedByWar,,,,,,,,,,,,,,,,
disgust,Yudh ke atyacharon se bhara hua hai humara dil. Insaaniyat ka dushman banna humein ghin aata hai. ?? disgustedByInhumanity,,,,,,,,,,,,,,,,
grief,"Yudh ke karan hum apnon ko kho rahe hain, aur is dukh bhari haqeeqat se humara dil bahut dukhta hai. ?? griefInWar",,,,,,,,,,,,,,,,
grief,Har yudh se humare desh ki zameen bhig gayi hai ansoo se. Logon ki mauton ka gham humein sehna pad raha hai. ?? griefStricken,,,,,,,,,,,,,,,,
empathy,Yudh ke shikar hue logon ke prati humein sahanubhuti hai. Inke dard ko samajhna humara insaani farz hai. ?? empathyForWarVictims,,,,,,,,,,,,,,,,
empathy,Yudh ke karan peedit logon ke liye humein apni madad deni chahiye. Unke saath humein ek dusre ka saath dena hoga. ?? empathyInAction,,,,,,,,,,,,,,,,
resilience,Yudh ke baad bhi humein saath milke khada rehna hoga. Fir se shuruaat karna hoga. ?? resilienceAfterWar,,,,,,,,,,,,,,,,
resilience,Yudh ke asar mein bhi humein ek doosre ke liye strong banna hoga. Hum ek saath sab kuch sahenge. ???? ResilientTogether,,,,,,,,,,,,,,,,
compassion,Yudh ke karan peedit logon ki madad karna hamara insaani farz hai. ?? compassionForWarVictims,,,,,,,,,,,,,,,,
compassion,Is yudh mein peedit logon ki madad karna hamara insaani farz hai. Hum ek dusre ke liye compassion dikhana chahiye. ?? compassionateEfforts,,,,,,,,,,,,,,,,
gratitude,"Yudh ke karan hum apne desh ke liye kuch nahi kar paaye, lekin humein shanti ke liye prarthana karni chahiye. ?? gratitudeForPeace",,,,,,,,,,,,,,,,
gratitude,"Yudh ke chakkar mein hum apne desh ko kuch nahi de sakte, lekin humein shanti ke liye hamesha prarthana karni chahiye. ?? gratitudeForTranquility",,,,,,,,,,,,,,,,
fear,Har kadam pe yudh ke bhay se hamara dil dhadakta hai. Aman aur suraksha ka koi bharosa nahi. ?? fearfulJourney,,,,,,,,,,,,,,,,
fear,"Yudh ka khatma nahin dikhta, aur yeh soch kar humein dar lagta hai ki kahin humein bhi nuksan na ho jaye. ?? fearOfEndlessWar",,,,,,,,,,,,,,,,
anger,Yudh se humare sapnon ko tod diya gaya hai. Hum gusse se bhar gaye hain. ?? AngryAtWar,,,,,,,,,,,,,,,,
anger,Yudh ke zulm se humara khoon khaul raha hai. Humara gussa humare dil se bahar aata hai. ?? OutragedByWar,,,,,,,,,,,,,,,,
sadness,"Har kona hai sunsaan, har dil hai toota. Yudh ne humein akela chhod diya hai. ?? LonelyWarfare",,,,,,,,,,,,,,,,
sadness,Yudh ke zahar ne humein har cheez khoi hai. Har pal hai dukh bhara. ?? WarTfears,,,,,,,,,,,,,,,,
anxiety,Yudh ke khatam hone ka koi andaaza nahi. Hum iss anishchitata se pareshan hain. ?? AnxiousAboutTheFuture,,,,,,,,,,,,,,,,
anxiety,"Yudh ke khatam hone ka koi date nahin hai, aur yeh humein bechaini mein daal raha hai. ?? AnxiousForPeace",,,,,,,,,,,,,,,,
shame,Yudh ke atyacharon se humein sharm aati hai. Humare desh ko sudharne ki zarurat hai. ?? shamefulWarCrimes,,,,,,,,,,,,,,,,
shame,Yudh ke chakkar mein humare sanskriti ka apmaan ho raha hai. Yeh bahut sharmnaak hai. ?? Culturalshame,,,,,,,,,,,,,,,,
guilt,"Hum apne desh ke liye kuch nahi kar paaye, aur iske liye humein hamesha guilt rahega. ?? guiltForInaction",,,,,,,,,,,,,,,,
hopelessness,"Yudh ka ant nahi dikhta, aur humein lagta hai ki shanti ka sapna humare liye adhoora rahega. ?? hopelessForPeace",,,,,,,,,,,,,,,,
frustration,Yudh ke atyacharon se humein khujli si hoti hai. Kuch badalne ka ab mauka chahiye. ?? FrustratedWithInjustice,,,,,,,,,,,,,,,,
frustration,Yudh se humare desh ka bhavishya andheron mein dikh raha hai. Yeh humein behad khafa karta hai. ?? frustrationWithTheFuture,,,,,,,,,,,,,,,,
disgust,Yudh ne humein kroor drishya dikhaaye hain. Insaaniyat ka dushman bann gaya hai. ?? disgustedByHumanityLoss,,,,,,,,,,,,,,,,
disgust,Yudh ke nateeje se humare dil mein ghin aati hai. Humare desh ko isse mukt karna hoga. ?? disgustedByWarResults,,,,,,,,,,,,,,,,
grief,Har yudh se humare desh mein bahut dukh hota hai. Logon ki mauton ka gham humein sehna pad raha hai. ?? GrievingForTheFallen,,,,,,,,,,,,,,,,
grief,Yudh ke karan humare desh mein ek gehra dukh chhaya hua hai. Kuch bhi sudharne ka ab samay hai. ?? griefStrickenNation,,,,,,,,,,,,,,,,
empathy,Yudh se peedit logon ke prati humein gehra sahanubhuti hai. Humara dil unke saath hai. ?? empathyForWarVictims,,,,,,,,,,,,,,,,
empathy,Yudh ke karan humein doosron ki takleef samajhna hua hai. Hum apne saathi bhaiyon ke saath hain. ?? empathyInhope,,,,,,,,,,,,,,,,
resilience,Har yudh ke baad humein ek doosre ke saath khada rehna hoga. Sahi disha mein badhna hoga. ?? resilienceAfterConflict,,,,,,,,,,,,,,,,
resilience,Yudh ke baad bhi humein apne aap ko majboot banaye rakhna hoga. Hum saath hain. ???? ResilientTogether,,,,,,,,,,,,,,,,
compassion,Yudh se peedit logon ki madad karna humara insaani farz hai. Unke saath hum ek saath hain. ?? compassionForWarAffected,,,,,,,,,,,,,,,,
compassion,Is yudh mein peedit logon ki madad karna humara insaani farz hai. Hum ek dusre ke liye compassion dikhana chahiye. ?? compassionateSupport,,,,,,,,,,,,,,,,
gratitude,"Yudh ke karan hum apne desh ke liye kuch nahi kar paaye, lekin humein shanti ke liye hamesha prarthana karni chahiye. ?? gratitudeForPeace",,,,,,,,,,,,,,,,
gratitude,"Yudh ke chakkar mein hum apne desh ko kuch nahi de sakte, lekin humein shanti ke liye hamesha prarthana karni chahiye. ?? gratitudeForTranquility",,,,,,,,,,,,,,,,
empathy,Humein ek dusre ke dard ko samajhna aur usme sahayata karne ka samay aa gaya hai. ?? empathyForAll,,,,,,,,,,,,,,,,
resilience,"Yudh ne hamare desh ko todiya hai, lekin hamara hausla abhi bhi tuti hui ashaon se bhara hua hai. ?? NeverGiveUp",,,,,,,,,,,,,,,,
resilience,"Humne dekha hai ki har mushkil ko sahne ka tareeka humare desh ke logon mein hai. Hum fir se khade honge, aur hausla buland rakhege. ?? ResilientNation",,,,,,,,,,,,,,,,
compassion,Yudh se prabhavit logon ke liye hamara sneh aur madad bhara hua hai. Hum ek dusre ke saath khade hain. ?? compassionForAll,,,,,,,,,,,,,,,,
compassion,"Hamen ek dusre ke dukh mein samvedana dikhana chahiye, taki ham ek majboot samaj ban sakein. ?? UnityInAdversity",,,,,,,,,,,,,,,,
gratitude,"Hamare desh ko yudh ke parinaam se ubhara hua hai, lekin humein ab bhi kuch bacha hua hai jo hume grateful banata hai. ?? RemainingGrateful",,,,,,,,,,,,,,,,
gratitude,Shaanti ke liye hum hamesha kritagnata rakhenge aur apne desh ko phir se ek majboot aur samriddh rashtra banayenge. ?? gratitudeForPeace,,,,,,,,,,,,,,,,
fear,"Har pal darr ka ehsaas hota hai, kyun ki yudh ka ant abhi tak nahi aaya hai. Ab is darr ko door karna hoga. ?? Overcomingfear",,,,,,,,,,,,,,,,
fear,"Darr ka mahaul hai, par humein ek dusre ke saath milkar iska samna karna hoga. Saath mein hi hum majboot honge. ?? FacingfearTogether",,,,,,,,,,,,,,,,
anger,Yudh ke khatarnak parinaamon se hume gussa aata hai. Hamein milke is par rok lagani hogi aur badlav layenge. ?? Channelinganger,,,,,,,,,,,,,,,,
anger,"Hamara gussa humare desh ke liye, humare logon ke liye. Lekin is gusse ko hamen sachai aur nyay ke marg par le jana hoga. ???? angerForChange",,,,,,,,,,,,,,,,
sadness,Yudh ke karan hume ek dusre se doori mehsoos hoti hai. Lekin humein milke ismein badlav laana hoga. ?? BridgingTheGap,,,,,,,,,,,,,,,,
sadness,"Har dil toota hua hai, har ghar sunsaan. Lekin hum ek dusre ke saath hain, aur humein aage badhna hoga. ?? TogetherInSorrow",,,,,,,,,,,,,,,,
anxiety,"Har kadam pe naye anishchitayen, yeh soch kar chinta hoti hai. Lekin humein ek dusre ko sahayata karna hoga. ?? ConqueringUncertainty",,,,,,,,,,,,,,,,
anxiety,Yudh ka khatma na hone ke karan hamare bhavishya mein andhera hai. Lekin humein ek dusre ke saath ujale ki taraf badhna hoga. ?? MovingTowardsLight,,,,,,,,,,,,,,,,
shame,Yudh ke apradhon ka bojh humare dil par hai. Lekin humein is galti ko sudharne ka iraada karna hoga. ?? RectifyingMistakes,,,,,,,,,,,,,,,,
shame,Yudh ke atyacharon ke liye humein sharminda hona chahiye. Hamein sudharne aur behtar banana hoga. ?? ShamingAtrocities,,,,,,,,,,,,,,,,
guilt,Hum hamesha se sochte hain ki humne apne desh ke liye aur bhi kuch kar paate. Lekin abhi humein badlav layenge. ?? guiltIntoAction,,,,,,,,,,,,,,,,
guilt,Is yudh mein shamil na hone ka gunaah hamesha hamare dil par bhaari padta rahega. Lekin ab hum saath milke is par rok lagayenge. ?? guiltForChange,,,,,,,,,,,,,,,,
hopelessness,"Yudh ka ant nahi dikhai deta, lekin humein saath milkar ek dusre ko samarthan dena hoga. ?? TogetherInhopelessness",,,,,,,,,,,,,,,,
frustration,Yudh ki tabahi se hume khijh aati hai. Ab humein saath milke is tabahi se bahar nikalna hoga. ?? UnitedAgainstDestruction,,,,,,,,,,,,,,,,
frustration,"Yudh ka silsila hamare desh ko barbaad kar raha hai, lekin humein ab ek dusre ke saath milke iska samna karna hoga. ?? RisingAboveDestruction",,,,,,,,,,,,,,,,
disgust,Yudh ne humein kroor drishyon se rubru karaya hai. Ab humein ek dusre ko sahayata karna hoga. ?? compassionOverCruelty,,,,,,,,,,,,,,,,
disgust,Yudh mein hui kroorta se humare dil mein ghin aati hai. Lekin humein ek dusre ke saath milke badlav laana hoga. ?? ChangeOverCarnage,,,,,,,,,,,,,,,,
grief,Apnon ko khone ka dukh hamesha rahega. Lekin humein unke yaadon ko samarpit rahna hoga. ?? RemembranceInLoss,,,,,,,,,,,,,,,,
grief,"Yudh ke karan humne bahut kuch khoya hai, lekin humein ek dusre ke saath milke aage badhna hoga. ?? MovingForwardInSorrow",,,,,,,,,,,,,,,,
empathy,Yudh se peedit logon ke liye humara dil ro raha hai. Ab humein ek dusre ke saath unke samasyaon ka samna karna hoga. ?? empathyForTheSuffering,,,,,,,,,,,,,,,,
empathy,Hamara saath peedit logon ke liye hai. Hum ek dusre ke liye samarpit hain. ?? UnitedForThoseInNeed,,,,,,,,,,,,,,,,
resilience,Mushkil samay mein bhi humara hausla tuti hui ashaon se bhara hua hai. Ab humein ek dusre ke saath majbooti banani hoga. ?? BuildingresilienceTogether,,,,,,,,,,,,,,,,
resilience,Har mushkil ko sahne ka tareeka humein humare desh ke logon se mila hai. Hum ek dusre ke saath khade hain. ?? StandingStrongTogether,,,,,,,,,,,,,,,,
compassion,Yudh ke karan peedit logon ke liye hamara sneh aur sahayata bhara hua hai. Ab humein ek dusre ke saath unke liye khade hona hoga. ?? compassionForTheAffected,,,,,,,,,,,,,,,,
compassion,Har peedit vyakti ke liye humara dil hai. Hum ek dusre ko sahayata karenge aur unke liye khade honge. ?? SupportForTheVictims,,,,,,,,,,,,,,,,
gratitude,Hum hamesha shaanti ke liye kritagnata rakhenge aur iske liye saath milkar kaam karenge. ?? gratitudeForPeace,,,,,,,,,,,,,,,,
gratitude,"Yudh ke parinaam se bacha hua hai, lekin ab humein isse sikh lena hoga aur ek dusre ke saath shaanti ka marg dhoondhna hoga. ?? LfearningFromConflict",,,,,,,,,,,,,,,,
fear,Yudh ke mahaul mein har kona darr se bhara hua hai. Ab humein ek dusre ke saath milkar is darr ko door karna hoga. ?? OvercomingfearTogether,,,,,,,,,,,,,,,,
fear,Har dil mein ek bhayankar soch hai - yudh ka ant kab hoga? Lekin humein ek dusre mein sahayata milenge. ?? FacingThefearOfUncertainty,,,,,,,,,,,,,,,,
anger,Yudh ke khatarnak parinaamon se hume gussa aata hai. Hamein milke is par rok lagani hogi aur badlav layenge. ?? ChannelingangerForChange,,,,,,,,,,,,,,,,
anger,"Hamara gussa humare desh ke liye, humare logon ke liye. Lekin is gusse ko hamen sachai aur nyay ke marg par le jana hoga. ???? angerForJustice",,,,,,,,,,,,,,,,
sadness,Yudh ke karan hume ek dusre se doori mehsoos hoti hai. Lekin humein milke ismein badlav laana hoga. ?? BridgingTheGapInSorrow,,,,,,,,,,,,,,,,
sadness,"Har dil toota hua hai, har ghar sunsaan. Lekin hum ek dusre ke saath hain, aur humein aage badhna hoga. ?? TogetherInSorrowfulTimes",,,,,,,,,,,,,,,,
anxiety,"Har kadam pe naye anishchitayen, yeh soch kar chinta hoti hai. Lekin humein ek dusre ko sahayata karna hoga. ?? ConqueringUncertaintyTogether",,,,,,,,,,,,,,,,
anxiety,Yudh ka khatma na hone ke karan hamare bhavishya mein andhera hai. Lekin humein ek dusre ke saath ujale ki taraf badhna hoga. ?? MovingTowardsLightInUncertainTimes,,,,,,,,,,,,,,,,
shame,Yudh ke apradhon ka bojh humare dil par hai. Lekin humein is galti ko sudharne ka iraada karna hoga. ?? RectifyingMistakesTogether,,,,,,,,,,,,,,,,
